country,country_code_2_digit,country_code_3_digit,population,source,reported_date,confirmed cases_count,deaths_count
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-02-26,0,0
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-05-20,21,11
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-02-02,0,0
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-09-17,123,0
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-05-30,251,7
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-04-07,20,0
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-07-10,0,0
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-05-21,0,2
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-10-14,4,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-05-14,402,14
Kosovo,,RKS,1798506,"Epidemic intelligence, national daily data",2020-03-23,2,1
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-09-09,236,1
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-09-11,39,0
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-01-15,0,0
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-02-07,0,0
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-09-17,179,0
Netherlands,NL,NLD,17282163,"Epidemic intelligence, national daily data",2020-10-03,3820,9
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-05-29,0,0
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-06-08,8,0
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-03-17,92,2
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-07-05,11,1
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-08-08,871,12
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-03-22,136,8
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-10-05,0,0
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-10-24,17,0
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-07-03,132,2
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-06-07,878,21
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-03-26,633,10
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-09-07,495,0
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-02-22,14,0
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-05-30,1,0
Kosovo,,RKS,1798506,"Epidemic intelligence, national daily data",2020-09-12,50,5
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-02-10,0,0
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-01-23,0,0
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-07-13,85,0
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-08-06,11,1
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-06-06,0,0
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-08-17,217,2
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-07-04,3,1
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-09-30,0,0
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-03-31,182,5
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-02-08,0,0
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-01-27,0,0
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-04-08,4003,254
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-03-23,95,0
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-02-23,0,0
North Macedonia,MK,MKD,2077132,"Epidemic intelligence, national daily data",2020-08-09,200,4
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-04-28,1,0
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-04-21,190,17
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-01-21,0,0
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-06-24,214,16
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-02-12,0,0
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-08-14,1,0
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-10-18,0,0
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-07-22,0,0
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-07-11,60,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-09-26,3565,70
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-05-22,0,0
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-06-30,0,0
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-03-23,0,0
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-01-07,0,0
Kosovo,,RKS,1798506,"Epidemic intelligence, national daily data",2020-01-02,0,0
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-07-19,256,2
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-09-19,4322,27
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-05-16,4,0
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-06-15,338,44
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-01-23,0,0
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-05-22,2,0
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-10-11,509,4
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-05-13,8,1
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-04-10,257,13
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-04-07,3834,173
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-10-06,188,2
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-06-07,382,9
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-09-06,988,1
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-02-26,0,0
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-03-12,18,0
Luxembourg,LU,LUX,613894,"Epidemic intelligence, national daily data",2020-08-04,169,1
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-05-24,76,12
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-03-09,2,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-01-31,0,0
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-02-10,0,0
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-08-29,0,0
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-05-27,948,28
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-03-20,7,0
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-09-12,4,0
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-09-30,225,14
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-09-06,0,0
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-07-16,0,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-08-31,83,1
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-01-11,0,0
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-03-13,19,0
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-02-11,0,0
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-05-26,0,0
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-07-07,112,1
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-02-12,0,0
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-10-18,32427,89
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-06-17,9,0
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-04-19,32,0
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-08-07,19,0
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-01-14,0,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-08-24,1987,27
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-03-06,9,0
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-10-01,4,0
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-04-13,26,1
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-02-02,0,0
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-08-19,0,0
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-06-04,74,1
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-04-17,623,111
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-10-01,100,1
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-08-07,1604,7
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-07-24,1,0
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-05-15,0,0
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-06-27,2,0
Moldova,MD,MDA,4033963,"Epidemic intelligence, national daily data",2020-02-17,0,0
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-03-14,34,0
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-03-11,372,3
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-05-28,19,0
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-07-23,252,5
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-08-12,718,13
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-02-27,0,0
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-02-18,0,0
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-10-12,13634,143
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-04-30,4729,769
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-07-11,0,0
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-10-24,17340,283
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-06-09,0,0
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-08-09,300,8
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-05-03,299,73
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-10-06,3,0
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-03-05,0,0
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-08-10,53,2
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-01-26,0,0
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-07-02,0,0
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-03-11,151,0
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-05-20,1,0
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-09-22,188,0
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-07-01,0,0
Spain,ES,ESP,46937060,"Epidemic intelligence, national daily data",2020-10-04,0,0
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-05-26,0,0
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-10-03,6,0
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-05-28,6,0
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-04-11,733,49
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-09-05,158,10
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-06-30,20,0
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-08-06,112,0
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-04-28,1144,163
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-07-13,370,3
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-08-08,66,5
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-03-24,6,0
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-06-24,113,18
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-03-31,6,0
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-04-04,97,0
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-01-31,0,0
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-07-11,0,0
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-02-15,0,1
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-07-12,305,6
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-10-05,168,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-03-24,26,0
Moldova,MD,MDA,4033963,"Epidemic intelligence, national daily data",2020-05-19,78,4
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-02-05,0,0
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-02-29,1,0
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-05-29,3,2
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-05-12,330,11
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-04-14,21,0
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-10-24,1589,13
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-08-13,7,0
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-02-18,0,0
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-01-07,0,0
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-06-09,1,0
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-01-05,0,0
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-04-17,30,2
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-03-25,5249,743
Spain,ES,ESP,46937060,"Epidemic intelligence, national daily data",2020-03-01,28,0
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-10-08,6798,20
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-07-09,0,0
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-01-20,0,0
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-07-28,65,0
Moldova,MD,MDA,4033963,"Epidemic intelligence, national daily data",2020-04-18,110,2
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-03-15,19,0
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-01-08,0,0
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-03-22,102,0
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-09-27,1552,54
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-10-20,15073,49
Cyprus,CY,CYP,875899,"Epidemic intelligence, national daily data",2020-08-07,13,0
Netherlands,NL,NLD,17282163,"Epidemic intelligence, national daily data",2020-02-08,0,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-05-24,432,17
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-02-05,0,0
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-08-31,35,0
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-03-13,0,0
North Macedonia,MK,MKD,2077132,"Epidemic intelligence, national daily data",2020-06-11,125,7
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-02-20,0,0
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-08-10,0,0
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-06-01,0,0
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-03-08,10,0
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-03-09,46,0
Cyprus,CY,CYP,875899,"Epidemic intelligence, national daily data",2020-04-29,15,0
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-03-24,7,0
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-08-11,45,1
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-09-30,7143,71
North Macedonia,MK,MKD,2077132,"Epidemic intelligence, national daily data",2020-07-10,166,2
